,,time,Unnamed: 0,time.4,time.3,time.2,time.1,5.03 BN – Nordbrücke (Südseite),5.04 BN – Nordbrücke (Nordseite),5.05 BN - Südbrücke (Südseite),5.06 BN – Südbrücke (Nordseite),5.07 BN - Estermannufer,5.10 BN – Bröhltalweg,5.11 BN - Brühler Straße,5.08 BN - Von-Sandt-Ufer,5.09 BN - Rhenusallee,5.01 BN – Kennedybrücke (Nordseite),5.02 BN - Kennedybrücke (Südseite) Barometer,Kennedybrücke,5.14 BN - Mc Cloy Weg,5.15 BN - Weg auf Damm Neil,5.13 BN - Wilhelm-Spiritus-Ufer,Südbrücke,Nordbrücke
31850,31850,31850,31850,31850,31850,31850,28.11.2019 19:30,2,0,7,9,2,3,12,4,11,10,53,63,0,9,18,16,2
31851,31851,31851,31851,31851,31851,31851,28.11.2019 19:45,0,3,2,5,0,5,4,8,4,30,45,75,2,4,13,7,3
31852,31852,31852,31852,31852,31852,31852,28.11.2019 20:00,5,0,4,5,0,3,7,6,8,20,55,75,1,6,4,9,5
31853,31853,31853,31853,31853,31853,31853,28.11.2019 20:15,5,2,2,6,0,4,6,1,2,26,29,55,0,2,11,8,7
31854,31854,31854,31854,31854,31854,31854,28.11.2019 20:30,6,2,6,5,0,2,2,3,6,13,26,39,1,10,10,11,8
31855,31855,31855,31855,31855,31855,31855,28.11.2019 20:45,0,2,6,2,0,0,5,6,3,9,23,32,3,5,3,8,2
31856,31856,31856,31856,31856,31856,31856,28.11.2019 21:00,2,1,5,6,0,2,4,6,1,12,47,59,5,4,6,11,3
31857,31857,31857,31857,31857,31857,31857,28.11.2019 21:15,4,1,9,0,0,0,6,1,3,17,25,42,3,4,6,9,5
31858,31858,31858,31858,31858,31858,31858,28.11.2019 21:30,1,0,2,2,0,1,6,4,6,18,28,46,0,5,2,4,1
31859,31859,31859,31859,31859,31859,31859,28.11.2019 21:45,2,2,3,5,0,2,8,1,0,12,34,46,0,1,8,8,4
31860,31860,31860,31860,31860,31860,31860,28.11.2019 22:00,0,1,3,1,1,1,8,3,5,17,36,53,6,5,3,4,1
31861,31861,31861,31861,31861,31861,31861,28.11.2019 22:15,2,1,3,2,1,1,1,1,2,11,26,37,0,3,3,5,3
31862,31862,31862,31862,31862,31862,31862,28.11.2019 22:30,1,0,1,2,0,0,1,1,1,11,14,25,1,1,3,3,1
31863,31863,31863,31863,31863,31863,31863,28.11.2019 22:45,1,0,2,3,0,1,3,0,2,10,16,26,0,2,3,5,1
31864,31864,31864,31864,31864,31864,31864,28.11.2019 23:00,0,1,0,0,0,2,3,0,3,5,15,20,0,3,5,0,1
31865,31865,31865,31865,31865,31865,31865,28.11.2019 23:15,0,0,0,2,0,0,1,0,0,8,16,24,0,1,1,2,0
31866,31866,31866,31866,31866,31866,31866,28.11.2019 23:30,0,0,1,0,0,1,1,0,0,1,11,12,0,0,1,1,0
31867,31867,31867,31867,31867,31867,31867,28.11.2019 23:45,0,0,0,1,1,0,0,0,1,6,26,32,0,0,1,1,0
31868,31868,31868,31868,31868,31868,31868,29.11.2019 00:00,0,0,0,1,1,0,3,1,1,0,12,12,0,1,0,1,0
31869,31869,31869,31869,31869,31869,31869,29.11.2019 00:15,0,0,0,1,0,0,0,0,0,3,5,8,0,0,0,1,0
31870,31870,31870,31870,31870,31870,31870,29.11.2019 00:30,2,0,0,0,0,0,0,0,0,3,7,10,0,0,1,0,2
31871,31871,31871,31871,31871,31871,31871,29.11.2019 00:45,0,0,0,0,0,0,0,0,0,1,4,5,0,0,1,0,0
31872,31872,31872,31872,31872,31872,31872,29.11.2019 01:00,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
31873,31873,31873,31873,31873,31873,31873,29.11.2019 01:15,0,0,1,0,0,0,0,0,0,2,5,7,0,0,0,1,0
31874,31874,31874,31874,31874,31874,31874,29.11.2019 01:30,0,0,0,0,0,0,0,1,0,4,2,6,0,0,0,0,0
31875,31875,31875,31875,31875,31875,31875,29.11.2019 01:45,0,0,0,0,0,1,0,0,0,0,3,3,1,0,0,0,0
31876,31876,31876,31876,31876,31876,31876,29.11.2019 02:00,0,0,0,1,0,0,0,0,0,2,8,10,0,0,0,1,0
31877,31877,31877,31877,31877,31877,31877,29.11.2019 02:15,0,0,0,0,0,0,0,0,0,3,7,10,0,0,0,0,0
31878,31878,31878,31878,31878,31878,31878,29.11.2019 02:30,0,0,0,0,0,0,0,0,0,4,6,10,0,0,1,0,0
31879,31879,31879,31879,31879,31879,31879,29.11.2019 02:45,0,0,0,0,0,0,0,0,0,3,1,4,1,0,0,0,0
31880,31880,31880,31880,31880,31880,31880,29.11.2019 03:00,1,0,0,0,0,0,0,1,0,3,2,5,0,0,0,0,1
31881,31881,31881,31881,31881,31881,31881,29.11.2019 03:15,0,0,1,1,0,0,1,0,0,3,3,6,0,0,0,2,0
31882,31882,31882,31882,31882,31882,31882,29.11.2019 03:30,0,0,0,1,0,1,1,0,1,5,1,6,0,0,0,1,0
31883,31883,31883,31883,31883,31883,31883,29.11.2019 03:45,0,2,2,0,0,0,0,0,0,1,7,8,0,0,0,2,2
31884,31884,31884,31884,31884,31884,31884,29.11.2019 04:00,0,0,0,0,0,0,0,1,1,3,1,4,0,1,0,0,0
31885,31885,31885,31885,31885,31885,31885,29.11.2019 04:15,0,0,0,0,0,0,0,0,1,2,3,5,1,0,0,0,0
31886,31886,31886,31886,31886,31886,31886,29.11.2019 04:30,0,1,2,0,3,1,0,1,0,3,2,5,0,1,1,2,1
31887,31887,31887,31887,31887,31887,31887,29.11.2019 04:45,0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,0
31888,31888,31888,31888,31888,31888,31888,29.11.2019 05:00,0,1,3,1,0,0,0,0,0,1,0,1,0,0,1,4,1
31889,31889,31889,31889,31889,31889,31889,29.11.2019 05:15,1,0,2,3,1,0,2,0,2,5,5,10,0,1,0,5,1
31890,31890,31890,31890,31890,31890,31890,29.11.2019 05:30,5,1,3,3,0,1,2,1,0,3,10,13,1,0,2,6,6
31891,31891,31891,31891,31891,31891,31891,29.11.2019 05:45,4,1,8,5,0,0,2,2,1,3,10,13,1,0,3,13,5
31892,31892,31892,31892,31892,31892,31892,29.11.2019 06:00,1,1,8,6,0,1,3,1,5,12,9,21,0,0,6,14,2
31893,31893,31893,31893,31893,31893,31893,29.11.2019 06:15,6,6,6,7,3,2,9,4,2,15,15,30,0,4,7,13,12
31894,31894,31894,31894,31894,31894,31894,29.11.2019 06:30,3,6,7,9,5,3,12,3,9,23,25,48,2,3,13,16,9
31895,31895,31895,31895,31895,31895,31895,29.11.2019 06:45,8,10,15,10,3,2,14,5,12,32,26,58,3,7,17,25,18
31896,31896,31896,31896,31896,31896,31896,29.11.2019 07:00,8,8,24,11,11,2,12,20,8,44,44,88,8,16,16,35,16
31897,31897,31897,31897,31897,31897,31897,29.11.2019 07:15,17,9,37,31,13,5,18,16,24,69,44,113,11,22,35,68,26
31898,31898,31898,31898,31898,31898,31898,29.11.2019 07:30,21,17,43,32,13,20,30,28,36,93,90,183,21,38,65,75,38
31899,31899,31899,31899,31899,31899,31899,29.11.2019 07:45,29,10,52,45,8,12,30,41,33,91,119,210,13,29,76,97,39
31900,31900,31900,31900,31900,31900,31900,29.11.2019 08:00,19,7,52,37,7,8,24,42,32,71,78,149,9,30,63,89,26
31901,31901,31901,31901,31901,31901,31901,29.11.2019 08:15,8,10,35,62,3,8,23,43,37,68,79,147,15,26,58,97,18
31902,31902,31902,31902,31902,31902,31902,29.11.2019 08:30,12,4,35,49,7,6,23,43,30,78,83,161,8,17,82,84,16
31903,31903,31903,31903,31903,31903,31903,29.11.2019 08:45,6,7,43,47,4,7,10,15,36,67,87,154,8,23,68,90,13
31904,31904,31904,31904,31904,31904,31904,29.11.2019 09:00,6,6,20,25,7,8,11,21,25,53,79,132,17,18,62,45,12
31905,31905,31905,31905,31905,31905,31905,29.11.2019 09:15,1,3,27,24,3,6,16,18,21,56,48,104,3,17,35,51,4
31906,31906,31906,31906,31906,31906,31906,29.11.2019 09:30,8,2,21,17,3,7,21,19,28,64,58,122,4,15,33,38,10
31907,31907,31907,31907,31907,31907,31907,29.11.2019 09:45,5,1,13,8,1,9,11,17,9,71,67,138,6,21,29,21,6
31908,31908,31908,31908,31908,31908,31908,29.11.2019 10:00,5,3,9,5,2,5,10,10,13,56,48,104,6,22,23,14,8
31909,31909,31909,31909,31909,31909,31909,29.11.2019 10:15,7,1,8,10,5,12,8,17,14,45,54,99,3,16,18,18,8
31910,31910,31910,31910,31910,31910,31910,29.11.2019 10:30,5,1,6,6,2,5,8,9,13,43,71,114,4,17,32,12,6
31911,31911,31911,31911,31911,31911,31911,29.11.2019 10:45,6,4,9,9,4,8,12,7,10,20,64,84,18,12,20,18,10
31912,31912,31912,31912,31912,31912,31912,29.11.2019 11:00,3,3,13,3,2,3,8,18,10,37,49,86,8,7,15,16,6
31913,31913,31913,31913,31913,31913,31913,29.11.2019 11:15,7,6,6,8,4,4,13,13,14,39,69,108,11,19,27,14,13
31914,31914,31914,31914,31914,31914,31914,29.11.2019 11:30,5,3,18,13,2,6,12,15,12,24,61,85,5,18,22,31,8
31915,31915,31915,31915,31915,31915,31915,29.11.2019 11:45,2,2,8,3,6,5,20,14,19,29,73,102,9,24,32,11,4
31916,31916,31916,31916,31916,31916,31916,29.11.2019 12:00,2,3,11,6,7,8,19,8,26,40,95,135,14,17,21,17,5
31917,31917,31917,31917,31917,31917,31917,29.11.2019 12:15,10,5,15,17,6,5,13,17,18,38,74,112,6,18,31,32,15
31918,31918,31918,31918,31918,31918,31918,29.11.2019 12:30,9,1,14,12,4,11,18,13,16,33,94,127,4,20,33,26,10
31919,31919,31919,31919,31919,31919,31919,29.11.2019 12:45,6,8,21,14,4,6,16,19,27,43,111,154,5,28,28,35,14
31920,31920,31920,31920,31920,31920,31920,29.11.2019 13:00,5,5,23,10,3,9,22,8,31,34,99,133,11,35,38,33,10
31921,31921,31921,31921,31921,31921,31921,29.11.2019 13:15,12,9,20,17,11,9,22,17,37,43,113,156,4,26,33,37,21
31922,31922,31922,31922,31922,31922,31922,29.11.2019 13:30,9,4,21,18,12,12,21,17,33,47,134,181,7,39,23,39,13
31923,31923,31923,31923,31923,31923,31923,29.11.2019 13:45,11,7,11,15,8,3,29,13,25,50,133,183,6,32,44,26,18
31924,31924,31924,31924,31924,31924,31924,29.11.2019 14:00,10,3,23,11,12,8,17,17,26,50,109,159,10,27,37,34,13
31925,31925,31925,31925,31925,31925,31925,29.11.2019 14:15,16,6,24,33,10,13,22,35,26,35,104,139,11,33,44,57,22
31926,31926,31926,31926,31926,31926,31926,29.11.2019 14:30,12,8,39,22,10,12,15,31,29,42,106,148,14,38,42,61,20
31927,31927,31927,31927,31927,31927,31927,29.11.2019 14:45,7,7,29,18,8,17,13,26,38,33,91,124,20,25,44,47,14
31928,31928,31928,31928,31928,31928,31928,29.11.2019 15:00,14,10,21,35,8,9,21,17,34,38,102,140,20,28,50,56,24
31929,31929,31929,31929,31929,31929,31929,29.11.2019 15:15,15,2,33,24,11,12,16,23,31,51,127,178,10,43,52,57,17
31930,31930,31930,31930,31930,31930,31930,29.11.2019 15:30,22,7,35,23,3,12,15,34,43,42,112,154,8,30,54,58,29
31931,31931,31931,31931,31931,31931,31931,29.11.2019 15:45,21,5,32,19,14,13,20,33,34,44,118,162,10,40,48,51,26
31932,31932,31932,31932,31932,31932,31932,29.11.2019 16:00,20,12,35,19,9,9,18,37,36,46,110,156,11,34,51,54,32
31933,31933,31933,31933,31933,31933,31933,29.11.2019 16:15,17,9,34,33,7,15,24,25,51,53,131,184,19,33,51,67,26
31934,31934,31934,31934,31934,31934,31934,29.11.2019 16:30,11,9,34,32,5,16,15,22,22,54,108,162,7,35,64,66,20
31935,31935,31935,31935,31935,31935,31935,29.11.2019 16:45,13,7,24,9,8,9,15,29,29,57,110,167,21,28,49,33,20
31936,31936,31936,31936,31936,31936,31936,29.11.2019 17:00,16,5,20,19,6,12,12,15,26,39,110,149,10,21,45,39,21
31937,31937,31937,31937,31937,31937,31937,29.11.2019 17:15,10,2,23,13,8,10,16,16,21,44,92,136,7,21,46,36,12
31938,31938,31938,31938,31938,31938,31938,29.11.2019 17:30,4,2,23,26,1,10,15,20,18,58,105,163,14,20,38,49,6
31939,31939,31939,31939,31939,31939,31939,29.11.2019 17:45,12,5,26,28,4,14,22,20,29,73,99,172,5,25,32,54,17
31940,31940,31940,31940,31940,31940,31940,29.11.2019 18:00,5,5,17,14,3,4,17,6,20,48,97,145,8,14,29,31,10
31941,31941,31941,31941,31941,31941,31941,29.11.2019 18:15,6,3,15,18,1,3,15,11,18,38,95,133,5,20,27,33,9
31942,31942,31942,31942,31942,31942,31942,29.11.2019 18:30,4,2,12,10,3,2,11,6,11,48,93,141,7,11,22,22,6
31943,31943,31943,31943,31943,31943,31943,29.11.2019 18:45,7,7,12,8,3,4,13,2,11,41,97,138,4,17,26,20,14
31944,31944,31944,31944,31944,31944,31944,29.11.2019 19:00,5,0,10,7,0,5,3,11,12,36,86,122,2,10,19,17,5
31945,31945,31945,31945,31945,31945,31945,29.11.2019 19:15,4,2,12,7,0,5,10,2,10,35,87,122,6,7,22,19,6
31946,31946,31946,31946,31946,31946,31946,29.11.2019 19:30,0,3,4,7,6,3,10,14,11,25,57,82,6,7,8,11,3
31947,31947,31947,31947,31947,31947,31947,29.11.2019 19:45,4,1,7,10,1,0,9,4,5,39,51,90,0,10,7,17,5
31948,31948,31948,31948,31948,31948,31948,29.11.2019 20:00,4,1,7,5,1,2,8,2,5,23,60,83,3,12,12,12,5
31949,31949,31949,31949,31949,31949,31949,29.11.2019 20:15,0,3,6,3,1,2,15,6,9,16,60,76,1,4,9,9,3
31950,31950,31950,31950,31950,31950,31950,29.11.2019 20:30,3,0,3,6,0,3,2,1,4,20,26,46,0,12,4,9,3
31951,31951,31951,31951,31951,31951,31951,29.11.2019 20:45,1,2,0,4,0,3,8,1,2,16,49,65,1,1,7,4,3
31952,31952,31952,31952,31952,31952,31952,29.11.2019 21:00,4,3,3,4,0,2,5,2,5,15,40,55,2,6,5,7,7
31953,31953,31953,31953,31953,31953,31953,29.11.2019 21:15,1,0,2,5,0,0,6,1,6,14,25,39,7,3,5,7,1
31954,31954,31954,31954,31954,31954,31954,29.11.2019 21:30,2,2,2,3,0,0,8,2,4,16,31,47,1,6,4,5,4
31955,31955,31955,31955,31955,31955,31955,29.11.2019 21:45,2,1,4,2,0,1,7,1,1,13,27,40,2,7,2,6,3
31956,31956,31956,31956,31956,31956,31956,29.11.2019 22:00,3,0,2,9,0,0,5,3,4,13,46,59,0,4,4,11,3
31957,31957,31957,31957,31957,31957,31957,29.11.2019 22:15,1,2,4,5,0,2,5,1,6,22,51,73,5,6,11,9,3
31958,31958,31958,31958,31958,31958,31958,29.11.2019 22:30,2,0,5,3,0,1,3,5,7,14,38,52,0,3,2,8,2
31959,31959,31959,31959,31959,31959,31959,29.11.2019 22:45,1,4,0,3,0,1,2,1,2,14,22,36,1,3,3,3,5
31960,31960,31960,31960,31960,31960,31960,29.11.2019 23:00,1,0,2,3,0,1,5,3,3,12,29,41,0,4,7,5,1
31961,31961,31961,31961,31961,31961,31961,29.11.2019 23:15,1,0,2,1,0,0,7,2,1,10,20,30,0,1,5,3,1
31962,31962,31962,31962,31962,31962,31962,29.11.2019 23:30,0,2,3,0,0,0,0,2,1,6,21,27,1,1,2,3,2
31963,31963,31963,31963,31963,31963,31963,29.11.2019 23:45,0,1,0,2,0,2,1,1,0,15,19,34,0,0,7,2,1
31964,31964,31964,31964,31964,31964,31964,30.11.2019 00:00,2,0,3,0,0,0,1,2,0,7,16,23,0,0,1,3,2
31965,31965,31965,31965,31965,31965,31965,30.11.2019 00:15,0,0,0,1,0,0,0,0,1,14,26,40,1,1,2,1,0
31966,31966,31966,31966,31966,31966,31966,30.11.2019 00:30,1,0,2,2,0,1,1,0,2,9,12,21,0,2,2,4,1
31967,31967,31967,31967,31967,31967,31967,30.11.2019 00:45,1,0,1,2,0,1,2,0,1,3,16,19,0,1,0,3,1
31968,31968,31968,31968,31968,31968,31968,30.11.2019 01:00,3,0,0,3,0,1,6,1,2,1,17,18,1,1,3,3,3
31969,31969,31969,31969,31969,31969,31969,30.11.2019 01:15,0,0,2,1,0,0,3,1,0,0,7,7,0,0,4,3,0
31970,31970,31970,31970,31970,31970,31970,30.11.2019 01:30,0,0,1,0,0,0,1,0,0,4,14,18,0,1,1,1,0
31971,31971,31971,31971,31971,31971,31971,30.11.2019 01:45,0,0,1,0,0,0,1,0,0,4,5,9,0,0,0,1,0
31972,31972,31972,31972,31972,31972,31972,30.11.2019 02:00,1,0,2,2,0,0,3,1,0,0,11,11,0,0,2,4,1
31973,31973,31973,31973,31973,31973,31973,30.11.2019 02:15,0,0,0,0,0,0,1,2,1,4,7,11,1,1,3,0,0
31974,31974,31974,31974,31974,31974,31974,30.11.2019 02:30,0,0,0,1,0,2,0,0,1,6,5,11,1,0,0,1,0
31975,31975,31975,31975,31975,31975,31975,30.11.2019 02:45,0,0,0,0,0,0,0,2,0,2,8,10,0,0,1,0,0
31976,31976,31976,31976,31976,31976,31976,30.11.2019 03:00,0,0,0,0,0,0,0,0,0,3,4,7,0,1,0,0,0
31977,31977,31977,31977,31977,31977,31977,30.11.2019 03:15,0,0,0,2,0,0,1,0,1,0,3,3,1,0,0,2,0
31978,31978,31978,31978,31978,31978,31978,30.11.2019 03:30,0,0,1,0,0,0,2,0,0,2,11,13,0,0,0,1,0
31979,31979,31979,31979,31979,31979,31979,30.11.2019 03:45,0,2,0,2,0,0,1,0,1,0,1,1,0,0,0,2,2
31980,31980,31980,31980,31980,31980,31980,30.11.2019 04:00,0,0,0,0,0,0,0,0,0,0,4,4,0,0,2,0,0
31981,31981,31981,31981,31981,31981,31981,30.11.2019 04:15,0,0,0,0,0,0,0,1,0,3,4,7,1,0,0,0,0
31982,31982,31982,31982,31982,31982,31982,30.11.2019 04:30,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
31983,31983,31983,31983,31983,31983,31983,30.11.2019 04:45,0,1,1,0,0,0,0,1,0,1,4,5,0,0,1,1,1
31984,31984,31984,31984,31984,31984,31984,30.11.2019 05:00,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,2
31985,31985,31985,31985,31985,31985,31985,30.11.2019 05:15,0,2,1,1,0,0,0,3,0,2,1,3,0,0,1,2,2
31986,31986,31986,31986,31986,31986,31986,30.11.2019 05:30,0,1,1,0,0,0,0,1,1,1,2,3,0,0,1,1,1
31987,31987,31987,31987,31987,31987,31987,30.11.2019 05:45,1,0,1,4,0,0,1,0,0,0,5,5,0,0,3,5,1
31988,31988,31988,31988,31988,31988,31988,30.11.2019 06:00,1,1,1,0,0,1,1,0,1,1,5,6,0,0,0,1,2
31989,31989,31989,31989,31989,31989,31989,30.11.2019 06:15,1,0,3,2,0,0,2,0,1,5,1,6,0,0,0,5,1
31990,31990,31990,31990,31990,31990,31990,30.11.2019 06:30,0,0,2,2,1,0,0,0,2,3,3,6,1,0,3,4,0
31991,31991,31991,31991,31991,31991,31991,30.11.2019 06:45,0,1,2,1,2,0,1,0,2,10,8,18,0,1,4,3,1
31992,31992,31992,31992,31992,31992,31992,30.11.2019 07:00,1,0,1,0,2,0,3,1,2,4,2,6,2,1,2,1,1
31993,31993,31993,31993,31993,31993,31993,30.11.2019 07:15,3,0,1,3,0,0,5,0,1,1,5,6,0,2,3,4,3
31994,31994,31994,31994,31994,31994,31994,30.11.2019 07:30,0,0,3,2,0,0,1,1,4,3,12,15,0,3,3,5,0
31995,31995,31995,31995,31995,31995,31995,30.11.2019 07:45,1,3,3,3,0,1,3,2,2,6,6,12,0,0,3,6,4
31996,31996,31996,31996,31996,31996,31996,30.11.2019 08:00,0,1,5,3,0,1,2,2,2,6,8,14,0,0,3,8,1
31997,31997,31997,31997,31997,31997,31997,30.11.2019 08:15,3,1,1,6,2,6,8,8,2,10,9,19,6,4,9,7,4
31998,31998,31998,31998,31998,31998,31998,30.11.2019 08:30,1,2,10,5,2,0,7,4,7,9,14,23,4,4,9,15,3
31999,31999,31999,31999,31999,31999,31999,30.11.2019 08:45,5,1,3,4,2,0,2,3,9,16,25,41,3,9,3,7,6
32000,32000,32000,32000,32000,32000,32000,30.11.2019 09:00,1,5,3,2,6,4,7,3,3,14,25,39,1,6,6,5,6
32001,32001,32001,32001,32001,32001,32001,30.11.2019 09:15,4,0,7,5,7,7,7,2,6,15,17,32,6,8,9,12,4
32002,32002,32002,32002,32002,32002,32002,30.11.2019 09:30,4,2,10,1,1,6,13,8,12,25,51,76,5,17,8,11,6
32003,32003,32003,32003,32003,32003,32003,30.11.2019 09:45,2,3,8,4,1,2,8,0,9,24,40,64,9,15,11,12,5
32004,32004,32004,32004,32004,32004,32004,30.11.2019 10:00,3,2,5,8,3,4,6,13,6,29,43,72,6,7,11,13,5
32005,32005,32005,32005,32005,32005,32005,30.11.2019 10:15,9,5,11,5,2,7,13,16,10,25,50,75,9,24,19,16,14
32006,32006,32006,32006,32006,32006,32006,30.11.2019 10:30,6,6,10,6,2,10,11,8,11,34,40,74,5,12,17,16,12
32007,32007,32007,32007,32007,32007,32007,30.11.2019 10:45,3,5,10,14,4,12,13,6,7,32,53,85,5,14,23,24,8
32008,32008,32008,32008,32008,32008,32008,30.11.2019 11:00,3,2,8,11,4,7,13,9,15,30,36,66,4,20,16,19,5
32009,32009,32009,32009,32009,32009,32009,30.11.2019 11:15,11,6,7,8,8,8,8,9,20,20,58,78,15,22,11,15,17
32010,32010,32010,32010,32010,32010,32010,30.11.2019 11:30,9,6,11,8,17,19,8,15,9,38,54,92,20,20,26,19,15
32011,32011,32011,32011,32011,32011,32011,30.11.2019 11:45,4,2,8,12,11,6,10,12,21,28,71,99,17,31,32,20,6
32012,32012,32012,32012,32012,32012,32012,30.11.2019 12:00,7,8,8,9,10,12,16,15,22,44,54,98,13,32,28,17,15
32013,32013,32013,32013,32013,32013,32013,30.11.2019 12:15,6,2,12,9,13,10,18,18,23,32,60,92,3,26,19,21,8
32014,32014,32014,32014,32014,32014,32014,30.11.2019 12:30,11,7,17,10,6,7,14,16,17,37,71,108,7,27,24,27,18
32015,32015,32015,32015,32015,32015,32015,30.11.2019 12:45,8,3,7,8,18,15,18,19,28,34,76,110,14,37,21,15,11
32016,32016,32016,32016,32016,32016,32016,30.11.2019 13:00,16,7,21,17,12,8,10,10,23,34,71,105,16,24,22,38,23
32017,32017,32017,32017,32017,32017,32017,30.11.2019 13:15,18,3,17,15,5,10,27,22,25,40,62,102,11,33,18,32,21
32018,32018,32018,32018,32018,32018,32018,30.11.2019 13:30,7,1,16,12,6,10,15,23,27,40,78,118,15,32,28,28,8
32019,32019,32019,32019,32019,32019,32019,30.11.2019 13:45,6,12,20,15,3,9,20,15,28,38,66,104,19,31,40,35,18
32020,32020,32020,32020,32020,32020,32020,30.11.2019 14:00,10,10,12,8,16,3,12,14,28,41,75,116,10,21,34,20,20
32021,32021,32021,32021,32021,32021,32021,30.11.2019 14:15,15,6,12,23,8,7,14,19,39,39,90,129,16,48,21,35,21
32022,32022,32022,32022,32022,32022,32022,30.11.2019 14:30,21,6,17,17,10,12,16,16,30,31,78,109,8,37,29,34,27
32023,32023,32023,32023,32023,32023,32023,30.11.2019 14:45,13,9,11,16,16,5,16,11,43,36,84,120,14,50,51,27,22
32024,32024,32024,32024,32024,32024,32024,30.11.2019 15:00,4,5,18,17,10,8,14,28,39,44,72,116,14,30,27,35,9
32025,32025,32025,32025,32025,32025,32025,30.11.2019 15:15,6,2,13,13,3,11,17,17,36,45,87,132,19,42,27,26,8
32026,32026,32026,32026,32026,32026,32026,30.11.2019 15:30,8,6,14,20,5,6,7,25,28,27,71,98,15,27,28,34,14
32027,32027,32027,32027,32027,32027,32027,30.11.2019 15:45,8,5,20,6,3,6,9,17,35,41,72,113,13,30,25,26,13
32028,32028,32028,32028,32028,32028,32028,30.11.2019 16:00,7,9,6,11,14,11,4,21,23,31,77,108,17,38,24,17,16
32029,32029,32029,32029,32029,32029,32029,30.11.2019 16:15,9,1,7,11,7,10,9,17,22,40,52,92,6,30,22,18,10
32030,32030,32030,32030,32030,32030,32030,30.11.2019 16:30,6,1,10,16,9,9,8,14,22,51,59,110,16,22,32,26,7
32031,32031,32031,32031,32031,32031,32031,30.11.2019 16:45,7,6,9,13,3,11,11,12,18,22,52,74,4,13,19,22,13
32032,32032,32032,32032,32032,32032,32032,30.11.2019 17:00,3,2,10,12,2,9,5,5,14,28,63,91,6,17,16,22,5
32033,32033,32033,32033,32033,32033,32033,30.11.2019 17:15,5,2,10,2,0,4,14,9,9,25,59,84,2,7,14,12,7
32034,32034,32034,32034,32034,32034,32034,30.11.2019 17:30,8,4,7,4,1,3,3,6,8,22,75,97,8,10,12,11,12
32035,32035,32035,32035,32035,32035,32035,30.11.2019 17:45,2,4,2,3,2,2,7,5,14,15,50,65,1,16,7,5,6
32036,32036,32036,32036,32036,32036,32036,30.11.2019 18:00,5,2,6,3,2,2,8,5,5,27,36,63,2,13,9,9,7
32037,32037,32037,32037,32037,32037,32037,30.11.2019 18:15,2,0,4,5,0,2,9,6,8,11,41,52,2,4,6,9,2
32038,32038,32038,32038,32038,32038,32038,30.11.2019 18:30,3,1,8,2,0,4,6,3,4,15,45,60,1,11,5,10,4
32039,32039,32039,32039,32039,32039,32039,30.11.2019 18:45,2,2,1,3,2,3,11,3,7,18,46,64,1,8,5,4,4
32040,32040,32040,32040,32040,32040,32040,30.11.2019 19:00,1,0,4,6,3,5,6,1,7,22,50,72,0,5,6,10,1
32041,32041,32041,32041,32041,32041,32041,30.11.2019 19:15,1,1,2,0,1,6,8,2,4,17,42,59,0,3,5,2,2
32042,32042,32042,32042,32042,32042,32042,30.11.2019 19:30,3,0,2,2,0,1,3,3,5,30,29,59,0,4,5,4,3
32043,32043,32043,32043,32043,32043,32043,30.11.2019 19:45,2,0,4,4,0,3,3,1,5,16,38,54,2,2,8,8,2
32044,32044,32044,32044,32044,32044,32044,30.11.2019 20:00,1,0,6,1,0,3,3,5,3,12,20,32,3,1,2,7,1
32045,32045,32045,32045,32045,32045,32045,30.11.2019 20:15,0,2,3,2,0,3,11,2,1,9,33,42,1,11,7,5,2
32046,32046,32046,32046,32046,32046,32046,30.11.2019 20:30,1,2,3,8,1,0,3,0,2,17,21,38,1,4,1,11,3
32047,32047,32047,32047,32047,32047,32047,30.11.2019 20:45,1,1,1,1,2,0,3,0,3,14,17,31,0,2,2,2,2
32048,32048,32048,32048,32048,32048,32048,30.11.2019 21:00,4,1,3,1,1,2,5,0,0,13,19,32,0,3,3,4,5
32049,32049,32049,32049,32049,32049,32049,30.11.2019 21:15,2,0,0,0,0,1,2,2,1,10,18,28,0,1,5,0,2
32050,32050,32050,32050,32050,32050,32050,30.11.2019 21:30,2,0,1,0,0,0,5,0,3,6,29,35,1,7,2,1,2
32051,32051,32051,32051,32051,32051,32051,30.11.2019 21:45,1,1,6,2,0,0,1,1,3,4,21,25,1,2,2,8,2
32052,32052,32052,32052,32052,32052,32052,30.11.2019 22:00,2,1,2,5,0,2,4,0,2,8,19,27,0,4,0,7,3
32053,32053,32053,32053,32053,32053,32053,30.11.2019 22:15,1,0,2,0,0,1,5,0,4,6,15,21,0,2,2,2,1
32054,32054,32054,32054,32054,32054,32054,30.11.2019 22:30,2,0,1,4,0,0,1,0,3,7,30,37,0,2,1,5,2
32055,32055,32055,32055,32055,32055,32055,30.11.2019 22:45,0,0,3,0,0,1,3,0,1,6,16,22,0,1,5,3,0
32056,32056,32056,32056,32056,32056,32056,30.11.2019 23:00,2,1,2,0,0,0,1,0,1,9,27,36,0,1,1,2,3
